incident,date-time,year,date-no year,location,res hall,alcohol
VANDALISM / PROPERTY DAMAGE,4/4/16 2:39,2016,04/04,W FRANKLIN ST,NA,
EMS ASSIST,4/4/16 23:43,2016,04/04,GRANVILLE TOWERS,GRANVILLE,
ASSIST OTHER AGENCY,4/4/17 0:00,2017,04/04,FRATERNITY COURT,NA,
CLERY - REPORT RAPE,4/4/17 0:00,2017,04/04,RESIDENCE HALL UPPER QUAD,NA,
FOUND PROPERTY,4/4/17 0:00,2017,04/04,SMITH DEAN E SAC UNC,NA,
FOUND PROPERTY,4/4/17 0:00,2017,04/04,SMITH DEAN E SAC UNC,NA,
,4/4/17 0:00,2017,04/04,PITTSBORO ST / W CAMERON AVE,NA,
,4/4/17 0:00,2017,04/04,S COLUMBIA ST,NA,
,4/4/17 0:00,2017,04/04,PUBLIC SAFETY BUILDING UNC,NA,
,4/4/17 0:00,2017,04/04,SMITH DEAN E SAC UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),4/4/17 1:23,2017,04/04,FINLEY GLF CRSE RD 212 UNC,NA,
FOUND PROPERTY,4/4/17 10:00,2017,04/04,NEW EAST UNC,NA,
LARCENY - FROM BUILDING,4/4/17 11:26,2017,04/04,BRINKHOUS BULLITT UNC,NA,
EX PARTE ORDER,4/4/17 11:29,2017,04/04,PUBLIC SAFETY BUILDING UNC,NA,
LARCENY - FROM BUILDING,4/4/17 11:41,2017,04/04,HINTON JAMES RES HALL UNC,RES HALL,
FOUND PROPERTY,4/4/17 13:13,2017,04/04,MANNING PARKING LOT UNC,NA,
FOUND PROPERTY,4/4/17 13:29,2017,04/04,54 PARK AND RIDE,NA,
LOST PROPERTY,4/4/17 14:24,2017,04/04,YMCA UNC,NA,
WELL-BEING CHECK,4/4/17 14:54,2017,04/04,GRIMES RES HALL UNC,RES HALL,
SEXUAL ASSAULT,4/4/17 15:57,2017,04/04,HOSPITALS UNIV OF NC UNC,NA,
LARCENY - FROM BUILDING,4/4/17 16:09,2017,04/04,SMITH DEAN E SAC UNC,NA,
FOUND PROPERTY,4/4/17 2:32,2017,04/04,HILL HALL UNC,NA,
EMS ASSIST,4/4/17 23:23,2017,04/04,OLD WELL UNC,NA,
EMS ASSIST,4/4/17 3:01,2017,04/04,HORTON RES HALL UNC,RES HALL,
EMS ASSIST,4/4/17 3:02,2017,04/04,OLD WEST RES HALL UNC,RES HALL,
FOUND PROPERTY,4/4/17 3:07,2017,04/04,OLD WELL UNC,NA,
LARCENY - FROM BUILDING,4/4/17 3:10,2017,04/04,HANES ART CENTER UNC,NA,
INFORMATIONAL,4/4/18 13:11,2018,04/04,PETTIGREW UNC,NA,
EMS ASSIST,4/4/18 16:30,2018,04/04,ABERNETHY UNC,NA,
EMS ASSIST,4/4/18 9:26,2018,04/04,E CAMERON AVE,NA,
ASSIST ANOTHER AGENCY-ALCOHOL LAW ENFORCEMENT AGENT,4/5/13 0:00,2013,04/05,WEST CAMERON AVE,NA,ASSIST ANOTHER AGENCY-ALCOHOL LAW ENFORCEMENT AGENT
,4/5/13 0:00,2013,04/05,MORRISON CIRCLE PARKING LOT UNC,NA,
VANDALISM - DAMAGE TO REAL PROPERTY,4/5/13 10:30,2013,04/05,BOWMAN GRAY POOL UNC,NA,
LARCENY - FROM BUILDING,4/5/13 11:11,2013,04/05,GRANVILLE TOWERS,GRANVILLE,
HARASSMENT / CYBERSTALKING,4/5/13 11:14,2013,04/05,GRANVILLE TOWERS,GRANVILLE,
EMS ASSIST,4/5/13 19:11,2013,04/05,CRAIGE RES HALL UNC,RES HALL,
EMS ASSIST,4/5/13 21:25,2013,04/05,PUBLIC SAFETY BUILDING UNC,NA,
EMS ASSIST,4/5/13 23:08,2013,04/05,STALLINGS EVANS SPORTS MED UNC,NA,
LARCENY - SHOPLIFTING,4/5/13 8:52,2013,04/05,DANIELS STUDENT STORES UNC,NA,
EMS ASSIST,4/5/13 9:29,2013,04/05,CARR UNC,NA,
,4/5/14 0:00,2014,04/05,PUBLIC SAFETY BUILDING UNC,NA,
LARCENY - FROM BUILDING,4/5/14 15:12,2014,04/05,GRAHAM STUDENT UNION UNC,NA,
VANDALISM / PROPERTY DAMAGE,4/5/14 16:33,2014,04/05,STADIUM DR,NA,
EMS ASSIST,4/5/14 22:44,2014,04/05,MEMORIAL HALL UNC,NA,
,4/5/15 0:00,2015,04/05,STADIUM DR,NA,
,4/5/15 0:00,2015,04/05,RIDGE RD / COUNTRY CLUB,NA,
,4/5/15 0:00,2015,04/05,SKIPPER BOWLES DR,NA,
,4/5/15 0:00,2015,04/05,RR ESTES DR PARKING LOT UNC,NA,
,4/5/15 0:00,2015,04/05,COBB,NA,
"MV THEFT - ALL OTHER (MOTORCYCLES, GOLF CARTS, MOPEDS, ETC)",4/5/15 17:27,2015,04/05,RAMS VILLAGE,NA,
THREAT ASSESSMENT,4/5/16 0:00,2016,04/05,PUBLIC SAFETY BUILDING UNC,NA,
,4/5/16 0:00,2016,04/05,GENERAL ADMINISTRATION UNC,NA,
,4/5/16 0:00,2016,04/05,FRANKLIN ST,NA,
,4/5/16 0:00,2016,04/05,SMITH DEAN E SAC UNC,NA,
ALCOHOL - UNDERAGE CONSUMPTION,4/5/16 0:12,2016,04/05,CRAIGE RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
CALLS FOR SERVICE,4/5/16 0:39,2016,04/05,HOUSE LIBRARY R B UNC,NA,
VANDALISM / PROPERTY DAMAGE,4/5/16 1:02,2016,04/05,PHARMACY LN,NA,
DRUGS - DRUG VIOLATION,4/5/16 1:11,2016,04/05,HINTON JAMES RES HALL UNC,RES HALL,
EMS ASSIST,4/5/16 10:09,2016,04/05,DEY UNC,NA,
LARCENY OF BICYCLE,4/5/16 13:56,2016,04/05,LOUDERMILK CENTER FOR EXC UNC,NA,
CALLS FOR SERVICE,4/5/16 14:31,2016,04/05,MURPHEY UNC,NA,
EMS ASSIST,4/5/16 17:38,2016,04/05,KOURY ORAL HEALTH SCIENCES BLDG UNC,NA,
B&E NON-FORCED ENTRY,4/5/16 7:48,2016,04/05,WHITEHEAD UNC,NA,
FOUND PROPERTY,4/5/17 0:00,2017,04/05,PUBLIC SAFETY BUILDING UNC,NA,
LARCENY - FROM BUILDING,4/5/17 1:30,2017,04/05,HOUSE LIBRARY R B UNC,NA,
LARCENY OF A LAPTOP,4/5/17 14:15,2017,04/05,YMCA UNC,NA,
WELL-BEING CHECK,4/5/17 15:42,2017,04/05,CENTER FOR DRAMATIC ARTS UNC,NA,
EMS ASSIST,4/5/17 22:37,2017,04/05,MEADOWMONT (DUBOSE) UNC,NA,
VANDALISM / PROPERTY DAMAGE,4/5/17 3:03,2017,04/05,PORTHOLE ALLEY,NA,
FOUND PROPERTY,4/5/17 3:35,2017,04/05,HILL HALL UNC,NA,
EMS ASSIST,4/5/17 6:44,2017,04/05,EDDIE SMITH FIELD HOUSE UNC,NA,
LARCENY - FROM BUILDING,4/5/17 9:49,2017,04/05,GRANVILLE TOWERS,GRANVILLE,
INFORMATIONAL,4/5/18 14:34,2018,04/05,DAVIS WALTER R LIBRARY UNC,NA,
EMS ASSIST,4/5/18 16:59,2018,04/05,EHRINGHAUS FIELDS UNC,NA,
FOUND PROPERTY,4/5/18 19:04,2018,04/05,ARBORETUM UNC,NA,
LARCENY - FROM BUILDING,4/5/18 9:08,2018,04/05,KENAN LABORATORIES UNC,NA,
ALCOHOL - UNDERAGE CONSUMPTION,4/6/13 0:00,2013,04/06,PORTHOLE PARKING LOT UNC,NA,ALCOHOL - UNDERAGE CONSUMPTION
ASSAULT ON FEMALE,4/6/13 0:00,2013,04/06,SECU FAMILY HOUSE UNC,NA,
RAPE-2ND DEGREE,4/6/13 0:00,2013,04/06,MANNING DR,NA,
,4/6/13 0:00,2013,04/06,DR,NA,
,4/6/13 0:00,2013,04/06,ANDERSON STADIUM UNC,NA,
VANDALISM - DAMAGE TO REAL PROPERTY,4/6/13 3:15,2013,04/06,GRANVILLE TOWERS,GRANVILLE,
VANDALISM - DAMAGE TO REAL PROPERTY,4/6/13 3:43,2013,04/06,CRAIGE PARKING DECK UNC,NA,
,4/6/14 0:00,2014,04/06,PUBLIC SAFETY BUILDING UNC,NA,
,4/6/14 0:00,2014,04/06,PUBLIC SAFETY BUILDING UNC,NA,
ALCOHOL - UNDERAGE CONSUMPTION,4/6/14 0:28,2014,04/06,HINTON JAMES RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
LARCENY - FROM BUILDING,4/6/14 16:29,2014,04/06,WOOLLEN GYM UNC,NA,
ALCOHOL - UNDERAGE CONSUMPTION,4/6/14 3:52,2014,04/06,MORRISON RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
ALCOHOL - UNDERAGE CONSUMPTION,4/6/14 4:58,2014,04/06,CONNOR RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
FIRE ALARM,4/6/15 10:39,2015,04/06,RAMS VILLAGE,NA,
VANDALISM / PROPERTY DAMAGE,4/6/15 11:25,2015,04/06,MEDICAL BIOMOLECULAR RESEARCH UNC,NA,
LOST / FOUND PROPERTY,4/6/15 18:35,2015,04/06,GRAHAM STUDENT UNION UNC,NA,
EMS ASSIST,4/6/15 7:11,2015,04/06,AVERY RES HALL UNC,RES HALL,
EMS ASSIST,4/6/15 9:56,2015,04/06,BINGHAM HALL UNC,NA,
FRAUD - ALL OTHER,4/6/16 0:00,2016,04/06,BAITY HILL DR,NA,
,4/6/16 0:00,2016,04/06,BELL TOWER UNC,NA,
,4/6/16 0:00,2016,04/06,DOGWOOD PARKING DECK UNC,NA,
,4/6/16 0:00,2016,04/06,MANNING DR/SKIPPER BOWLES DR,NA,
,4/6/16 0:00,2016,04/06,NAVAL ARMORY UNC,NA,
FONDLING,4/6/16 0:52,2016,04/06,TAYLOR RES HALL UNC,RES HALL,
EMS ASSIST,4/6/16 10:06,2016,04/06,MICHAEL HOOKER BUILDING,NA,
LARCENY - FROM BUILDING,4/6/16 15:48,2016,04/06,HOUSE LIBRARY R B UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),4/6/16 18:57,2016,04/06,OLD EAST RES HALL UNC,RES HALL,
VANDALISM / PROPERTY DAMAGE,4/6/16 2:23,2016,04/06,CRAIGE PARKING DECK UNC,NA,
,4/6/17 0:00,2017,04/06,AYCOCK FAMILY MEDICINE UNC,NA,
,4/6/17 0:00,2017,04/06,WILSON ST/W CAMERON AVE,NA,
FOUND PROPERTY,4/6/17 15:04,2017,04/06,DOGWOOD PARKING DECK UNC,NA,
LARCENY - FROM BUILDING,4/6/17 15:25,2017,04/06,HINTON JAMES RES HALL UNC,RES HALL,
LARCENY-ALL OTHER,4/6/17 16:08,2017,04/06,HOOKER FIELDS UNC,NA,
FOUND PROPERTY,4/6/17 5:24,2017,04/06,HEALTH SCIENCES LIBRARY UNC,NA,
DOMESTIC DISTURBANCE,4/6/17 6:22,2017,04/06,MANNING DRIVE F/O MEMORIAL HOSPITAL,NA,
EMS ASSIST,4/6/17 9:52,2017,04/06,CARRINGTON HALL UNC,NA,
FOUND PROPERTY,4/6/18 0:00,2018,04/06,BEARD PARKING LOT UNC,NA,
STUMP/MULCH FIRE,4/6/18 10:20,2018,04/06,S COLUMBIA ST/W CAMERON AVE,NA,
INFORMATIONAL,4/6/18 12:44,2018,04/06,BRAUER HALL UNC,NA,
LARCENY - FROM BUILDING,4/6/18 13:31,2018,04/06,HOUSE LIBRARY R B UNC,NA,
PUBLIC URINATION,4/6/18 19:14,2018,04/06,GRAHAM MEMORIAL UNC,NA,
EMS ASSIST,4/6/18 8:40,2018,04/06,MURRAY HALL UNC,NA,
EMS ASSIST,4/6/18 9:21,2018,04/06,DANIELS STUDENT STORES UNC,NA,
FOUND PROPERTY,4/6/18 9:57,2018,04/06,PUBLIC SAFETY BUILDING UNC,NA,
VANDALISM - DAMAGE TO REAL PROPERTY,4/7/13 23:45,2013,04/07,BUSINESS SCHOOL PARKING UNC,NA,
,4/7/14 0:00,2014,04/07,HOSPITALS UNIV OF NC UNC,NA,
PROPERTY DAMAGE,4/7/14 14:28,2014,04/07,FRIDAY CENTER UNC,NA,
FELONIOUS LARCENY,4/7/14 15:04,2014,04/07,MACNIDER UNC,NA,
HARASSING EMAILS,4/7/14 19:18,2014,04/07,WILLIAMSON DR,NA,
LARCENY - FROM MOTOR VEHICLE (B&E),4/7/14 8:39,2014,04/07,CRAIGE PARKING DECK UNC,NA,
AOA - K9 SERVICE,4/7/14 8:54,2014,04/07,ALAMANCE COMMUNITY COLLEGE,NA,
AOA - RECOVERED STOLEN VEHICLE,4/7/14 9:58,2014,04/07,BELL TOWER PARKING DECK UNC,NA,
MISSING PERSONS,4/7/15 0:00,2015,04/07,SECU FAMILY HOUSE UNC,NA,
,4/7/15 0:00,2015,04/07,CRAIGE NORTH RES HALL UNC,RES HALL,
,4/7/15 0:00,2015,04/07,DOGWOOD PARKING DECK UNC,NA,
,4/7/15 0:00,2015,04/07,CAROLINA INN UNC,NA,
,4/7/15 0:00,2015,04/07,SOUTH COLUMBIA / CAMERON AVE,NA,
DAYTIME CHECK POINT (PART),4/7/15 9:28,2015,04/07,OLD DURHAM ROAD @ STANDISH DRIVE,NA,
POSSESSION OF SCHEDULE IV,4/7/16 0:00,2016,04/07,DOGWOOD PARKING DECK UNC,NA,
,4/7/16 0:00,2016,04/07,FACILITIES CONST SHOPS UNC,NA,
,4/7/16 0:00,2016,04/07,HA I CARDINAL PARKING UNC,NA,
CALLS FOR SERVICE,4/7/16 10:54,2016,04/07,CAUDILL LABS UNC,NA,
INFORMATIONAL,4/7/16 11:04,2016,04/07,CARRMILL MALL,NA,
VANDALISM / PROPERTY DAMAGE,4/7/16 14:05,2016,04/07,TATE TURNER KURALT BLDG UNC,NA,
LARCENY - FROM BUILDING,4/7/16 15:17,2016,04/07,BRAUER UNC,NA,
EMS ASSIST,4/7/16 21:00,2016,04/07,GRANVILLE TOWERS,GRANVILLE,
LARCENY-ALL OTHER,4/7/16 21:57,2016,04/07,GRANVILLE TOWERS,GRANVILLE,
LARCENY-ALL OTHER,4/7/16 8:05,2016,04/07,CAROLINA INN UNC,NA,
EMS ASSIST,4/7/16 9:44,2016,04/07,HANES ART CENTER UNC,NA,
,4/7/17 0:00,2017,04/07,VAN HECKE WETTACH UNC,NA,
,4/7/17 0:00,2017,04/07,DOGWOOD PARKING DECK UNC,NA,
CHECK ON WELL BEING,4/7/17 1:13,2017,04/07,CAROLINA INN UNC,NA,
FOUND PROPERTY,4/7/17 13:34,2017,04/07,PUBLIC SAFETY BUILDING UNC,NA,
ALCOHOL - UNDERAGE CONSUMPTION,4/7/18 1:41,2018,04/07,KOURY RES HALL UNC,RES HALL,ALCOHOL - UNDERAGE CONSUMPTION
DAMAGE TO UNIVERSITY PROPERTY,4/7/18 14:26,2018,04/07,PHILLIPS UNC,NA,
EMS ASSIST,4/7/18 2:53,2018,04/07,EHRINGHAUS RES HALL,RES HALL,
WARNING OF TRESPASS,4/7/18 20:20,2018,04/07,HOOKER FIELDS UNC,NA,
FALSE REPORT TO POLICE STATION 14-225,4/8/13 0:00,2013,04/08,KOURY RES HALL UNC,RES HALL,
,4/8/13 0:00,2013,04/08,HOSPITALS UNIV OF NC UNC,NA,
,4/8/13 0:00,2013,04/08,SITTERSON COMP SCI CTR UNC,NA,
LOST PROPERTY,4/8/13 10:19,2013,04/08,RAMS HEAD PARKING DECK UNC,NA,
VANDALISM - DAMAGE TO REAL PROPERTY,4/8/13 12:17,2013,04/08,HOUSE LIBRARY R B UNC,NA,
EMS ASSIST,4/8/13 15:12,2013,04/08,KENAN STADIUM UNC,NA,
B&E FROM BUILDING,4/8/13 8:11,2013,04/08,NEW VENABLE PVA,NA,
MISDEMEANOR LARCENY,4/8/13 9:36,2013,04/08,MOREHEAD PLANETARIUM UNC,NA,
INVOLUNTARY COMMITMENT,4/8/14 0:00,2014,04/08,CAROLINA INN UNC,NA,
EMS ASSIST,4/8/14 14:00,2014,04/08,GREENLAW UNC,NA,
HARASSMENT,4/8/14 23:00,2014,04/08,HARDIN RES HALL UNC,RES HALL,
,4/8/15 0:00,2015,04/08,ITS FRANKLIN UNC,NA,
,4/8/15 0:00,2015,04/08,KENAN STADIUM UNC,NA,
FORGERY-UNDETERMINED,4/8/15 12:45,2015,04/08,LENOIR UNC,NA,
EMS ASSIST,4/8/15 13:10,2015,04/08,WENDYS AT STUDENT UNION UNC,NA,
ASSIST OTHER AGENCY,4/8/15 13:52,2015,04/08,HORNEY GILES F BLDG UNC,NA,
WELL-BEING CHECK,4/8/15 15:39,2015,04/08,MARTIN LUTHER KING BLVD,NA,
EMS ASSIST,4/8/15 16:32,2015,04/08,PUBLIC SAFETY BUILDING UNC,NA,
INFORMATIONAL,4/8/15 16:41,2015,04/08,S COLUMBIA ST/N MEDICAL DR,NA,
SUICIDE ATTEMPT,4/8/15 17:52,2015,04/08,BAITY HILL UNC,NA,
VANDALISM / PROPERTY DAMAGE,4/8/15 2:52,2015,04/08,PHILLIPS UNC,NA,
SELLING MALT BEVERAGE TO PERSON UNDER AGE OF 21,4/8/16 0:00,2016,04/08,CHAPEL HILL,NA,
SPEED SATURATION PATROL (PARTICIPATE),4/8/16 0:00,2016,04/08,MANNING DR/S FORDHAM BLVD,NA,
,4/8/16 0:00,2016,04/08,PITTSBORO / CAROLINA INN,NA,
,4/8/16 0:00,2016,04/08,DOGWOOD PARKING DECK UNC,NA,
,4/8/16 0:00,2016,04/08,NORTH MEDICAL DR,NA,
,4/8/16 0:00,2016,04/08,PUBLIC SAFETY BUILDING UNC,NA,
,4/8/16 0:00,2016,04/08,HOSPITALS UNIV OF NC UNC,NA,
,4/8/16 0:00,2016,04/08,NORTH COLUMBIA/MLK,NA,
,4/8/16 0:00,2016,04/08,MUNICIPAL DR,NA,
CALLS FOR SERVICE,4/8/16 10:02,2016,04/08,W FRANKLIN ST,NA,
LARCENY - FROM BUILDING,4/8/16 13:08,2016,04/08,CAROLINA CROSSING UNC,NA,
LARCENY - FROM BUILDING,4/8/16 15:09,2016,04/08,DAVIS WALTER R LIBRARY UNC,NA,
LARCENY - FROM BUILDING,4/8/16 19:28,2016,04/08,MEDICAL BIOMOLECULAR RESEARCH UNC,NA,
SEATBELT COMPLIANCE,4/8/16 21:58,2016,04/08,MARTIN LUTHER KING BLVD/N COLUMBIA ST,NA,
EMS ASSIST,4/8/16 4:17,2016,04/08,MCCOLL BUSINESS SCHOOL UNC,NA,
VANDALISM / PROPERTY DAMAGE,4/8/17 0:55,2017,04/08,DOGWOOD PARKING DECK UNC,NA,
LOST PROPERTY,4/8/17 10:12,2017,04/08,LOUDERMILK CENTER FOR EXC UNC,NA,
EMS ASSIST,4/8/17 13:53,2017,04/08,RAMS HEAD DINING HALL UNC,NA,
ALCOHOL - UNDERAGE CONSUMPTION,4/8/17 23:41,2017,04/08,GRANVILLE TOWERS,GRANVILLE,ALCOHOL - UNDERAGE CONSUMPTION
DRUGS - EQUIPMENT/PARAPHERNALIA,4/8/17 23:59,2017,04/08,PITTSBORO ST / W CAMERON AVE,NA,
EMS ASSIST,4/8/17 7:02,2017,04/08,EHRINGHAUS RES HALL,RES HALL,
EMS ASSIST,4/8/18 0:30,2018,04/08,BAITY HILL UNC,NA,
VANDALISM / PROPERTY DAMAGE,4/8/18 15:36,2018,04/08,TAYLOR RES HALL UNC,RES HALL,
PROPERTY DAMAGE,4/8/18 16:47,2018,04/08,FINLEY CLUB HOUSE UNC,NA,
VANDALISM - DAMAGE TO REAL PROPERTY,4/9/13 0:00,2013,04/09,ARBORETUM UNC,NA,
,4/9/13 0:00,2013,04/09,STADIUM DR,NA,
,4/9/13 0:00,2013,04/09,LEWIS RES HALL UNC,RES HALL,
MISDEMEANOR LARCENY,4/9/13 14:01,2013,04/09,HOUSE LIBRARY R B UNC,NA,
VERBAL DISAGREEMENT,4/9/13 14:38,2013,04/09,TARRSON HALL UNC,NA,
,4/9/14 0:00,2014,04/09,HA I CARDINAL PARKING UNC,NA,
,4/9/14 0:00,2014,04/09,MORRISON CIRCLE PARKING LOT UNC,NA,
,4/9/14 0:00,2014,04/09,VAN HECKE WETTACH UNC,NA,
,4/9/14 0:00,2014,04/09,RAMS HEAD PARKING DECK UNC,NA,
INFORMATIONAL,4/9/14 11:09,2014,04/09,RAMS VILLAGE,NA,
FIRE ALARM,4/9/14 14:56,2014,04/09,BOSHAMER STADIUM UNC,NA,
EMS ASSIST,4/9/14 15:27,2014,04/09,W FRANKLIN ST,NA,
HARASSMENT / CYBERSTALKING,4/9/14 21:30,2014,04/09,HINTON JAMES RES HALL UNC,RES HALL,
,4/9/15 0:00,2015,04/09,PUBLIC SAFETY BUILDING UNC,NA,
,4/9/15 0:00,2015,04/09,GROUNDS UNC,NA,
,4/9/15 0:00,2015,04/09,MANNING DR / RIDGE RD,NA,
FIRE ALARM,4/9/15 15:28,2015,04/09,CAUDILL LABS UNC,NA,
BLACKMAIL,4/9/15 17:44,2015,04/09,RAMS VILLAGE,NA,
DWI-ALCOHOL,4/9/15 22:45,2015,04/09,MASON FARM RD / DOGWOOD DECK,NA,DWI-ALCOHOL
LARCENY,4/9/16 0:00,2016,04/09,PUBLIC SAFETY BUILDING UNC,NA,
,4/9/16 0:00,2016,04/09,COUNTRY CLUB RD / RALEIGH RD,NA,
,4/9/16 0:00,2016,04/09,HINTON JAMES RES HALL UNC,RES HALL,
,4/9/16 0:00,2016,04/09,SMITH DEAN E SAC UNC,NA,
,4/9/16 0:00,2016,04/09,PUBLIC SAFETY BUILDING UNC,NA,
VANDALISM / PROPERTY DAMAGE,4/9/16 1:16,2016,04/09,BIOINFORMATICS BLDG UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),4/9/16 11:06,2016,04/09,HANES ART CENTER UNC,NA,
LARCENY - AUTO PART & ACCESSORIES,4/9/16 16:01,2016,04/09,MANNING PARKING LOT UNC,NA,
SUSPICIOUS CONDITION (CRIMINAL),4/9/16 2:10,2016,04/09,MUNICIPAL DR,NA,
ASSIST OTHER AGENCY,4/9/16 22:06,2016,04/09,DOGWOOD PARKING DECK UNC,NA,
ASSIST OTHER AGENCY,4/9/16 22:26,2016,04/09,MORRISON RES HALL UNC,RES HALL,
,4/9/17 0:00,2017,04/09,PITTSBORO ST/MANNING DR,NA,
LARCENY - FROM BUILDING,4/9/17 13:28,2017,04/09,GRAHAM STUDENT UNION UNC,NA,
EMS ASSIST,4/9/17 13:43,2017,04/09,ANDERSON STADIUM UNC,NA,
FOUND PROPERTY,4/9/17 15:14,2017,04/09,BUSINESS SCHOOL PARKING UNC,NA,
FOUND PROPERTY,4/9/18 14:28,2018,04/09,THURSTON BOWLES UNC,NA,
FOUND PROPERTY,4/9/18 14:57,2018,04/09,YMCA UNC,NA,
FOUND PROPERTY,4/9/18 17:34,2018,04/09,COBB PARKING DECK UNC,NA,
FOUND PROPERTY,4/9/18 17:37,2018,04/09,MED SCH WINGS E & F UNC,NA,
,5/1/13 0:00,2013,05/01,STADIUM DRIVE PARKING LOT UNC,NA,
EMS ASSIST,5/1/13 10:13,2013,05/01,TAYLOR CAMPUS HEALTH UNC,NA,
MISDEMEANOR LARCENY,5/1/13 11:43,2013,05/01,GENOMIC SCIENCES RESEARCH UNC,NA,
LARCENY OF WALLET,5/1/13 15:10,2013,05/01,AYCOCK RES HALL UNC,RES HALL,
PROPERTY DAMAGE,5/1/13 20:42,2013,05/01,RAMS HEAD DINING HALL UNC,NA,
DRUGS - EQUIPMENT/PARAPHERNALIA,5/1/13 22:16,2013,05/01,OUTDOOR EDUCATION CNTR UNC,NA,
SECOND DEGREE TRESPASSING,5/1/13 8:04,2013,05/01,ARBORETUM UNC,NA,
LARCENY - FROM BUILDING,5/1/13 8:30,2013,05/01,BERRYHILL UNC,NA,
FRAUD - OBTAINING MONEY/PROPERTY BY FALSE PRETENSE,5/1/14 0:00,2014,05/01,ADMINISTRATIVE OFFICE BLDG UNC,NA,
,5/1/14 0:00,2014,05/01,FRIDAY CENTER UNC,NA,
EMS ASSIST,5/1/14 1:15,2014,05/01,MORRISON RES HALL UNC,RES HALL,
LARCENY - FROM BUILDING,5/1/14 12:59,2014,05/01,BIOINFORMATICS BLDG UNC,NA,
SUSPICIOUS LETTER,5/1/14 14:25,2014,05/01,PUBLIC SAFETY BUILDING UNC,NA,
LARCENY - FROM BUILDING,5/1/14 19:46,2014,05/01,RAMS HEAD RECREATION UNC,NA,
,5/1/15 0:00,2015,05/01,RALEIGH ST / E CAMERON AVE,NA,
,5/1/15 0:00,2015,05/01,CRAIGE PARKING LOT UNC,NA,
,5/1/15 0:00,2015,05/01,FRAT COURT,NA,
LARCENY OF BICYCLE,5/1/15 14:45,2015,05/01,BAITY HILL UNC,NA,
LARCENY OF BICYCLE,5/1/15 19:50,2015,05/01,DANIELS STUDENT STORES UNC,NA,
LARCENY - FROM BUILDING,5/1/15 21:35,2015,05/01,WOOLLEN GYM UNC,NA,
WELL-BEING CHECK,5/1/16 15:30,2016,05/01,RAMS HEAD RECREATION UNC,NA,
FOUND PROPERTY,5/1/17 0:00,2017,05/01,S-11,NA,
,5/1/17 0:00,2017,05/01,CRAIGE PARKING DECK UNC,NA,
HARASSMENT,5/1/17 12:15,2017,05/01,GENERAL ADMINISTRATION UNC,NA,
EMS ASSIST,5/1/17 20:37,2017,05/01,GRANVILLE TOWERS,GRANVILLE,
LARCENY OF BICYCLE,5/1/17 23:47,2017,05/01,DAVIS WALTER R LIBRARY UNC,NA,
SUSPICIOUS CONDITION (NON-CRIMINAL),5/1/18 11:19,2018,05/01,CAROLINA HALL UNC,NA,
POSSESSION OF MARIJUANA,5/1/18 13:56,2018,05/01,PARKER RES HALL UNC,RES HALL,
EMS ASSIST,5/1/18 14:07,2018,05/01,MCCORKLE PLACE UNC,NA,
FOUND PROPERTY,5/1/18 16:28,2018,05/01,DOGWOOD PARKING DECK UNC,NA,
EMS ASSIST,5/1/18 20:58,2018,05/01,TAYLOR RES HALL UNC,RES HALL,
EMS ASSIST,5/1/18 21:23,2018,05/01,GRANVILLE TOWERS,GRANVILLE,
,5/10/13 0:00,2013,05/10,MOREHEAD PARKING LOT UNC,NA,
,5/10/13 0:00,2013,05/10,FRIDAY CENTER DR,NA,
VANDALISM / PROPERTY DAMAGE,5/10/13 13:57,2013,05/10,MOREHEAD PLANETARIUM UNC,NA,
FIRE ALARM,5/10/13 17:19,2013,05/10,LINEBERGER CANCER RES UNC,NA,
EMS ASSIST - ALCOHOL,5/10/13 3:18,2013,05/10,RAM VILLAGE 5 AT 520 WILLIAMSON UNC,NA,EMS ASSIST - ALCOHOL
POSSESSION OF LESS THAN 1/2 OZ MARIJUANA,5/10/14 18:38,2014,05/10,OLD MASON FARM RD / FINLEY FIELD,NA,
NIGHT TIME CHECKPOINT,5/10/14 21:00,2014,05/10,MARTIN  LUTHER KING BLVD @ PINEY MOUNTAIN RD,NA,
ALCOHOL - UNDERAGE POSSESSION,5/10/14 23:50,2014,05/10,FINLEY CLUB HOUSE UNC,NA,ALCOHOL - UNDERAGE POSSESSION
TRESPASSING,5/10/14 4:15,2014,05/10,KENAN STADIUM UNC,NA,
,5/10/15 0:00,2015,05/10,KENAN FOOTBALL STADIUM,NA,
,5/10/15 0:00,2015,05/10,GRANVILLE TOWERS,GRANVILLE,
PROPERTY DAMAGE,5/10/15 1:18,2015,05/10,PORTHOLE ALLEY,NA,
TRESPASSING,5/10/15 11:50,2015,05/10,PAUL HARDIN DR,NA,
DOMESTIC ASSAULT,5/10/15 7:47,2015,05/10,RAMS VILLAGE,NA,
